"minute","result","X","Y","xG","player","h_a","situation","shotType","home_team","away_team","home_goals","away_goals","date","player_assisted","lastAction","Outcome","zone"
31,"SavedShot",101.85,33.0479989624023,0.556407392024994,"Valentino Livramento","h","FromCorner","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","James Ward-Prowse","Cross","NoGoal","zone1"
32,"SavedShot",92.4,23.12,0.115379884839058,"Armando Broja","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Oriol Romeu","Throughball","NoGoal","zone2"
35,"BlockedShot",98.8049983978272,21.6239994812011,0.0661981478333473,"Armando Broja","h","OpenPlay","LeftFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Valentino Livramento","TakeOn","NoGoal","zone2"
38,"ShotOnPost",88.725,42.6360005187989,0.0525849089026451,"Kyle Walker-Peters","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00",NA,"None","NoGoal","zone2"
40,"MissedShots",76.7549983978272,32.3679989624023,0.0168090537190437,"Oriol Romeu","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Stuart Armstrong","Pass","NoGoal","zone3"
51,"Goal",89.9849967956543,24.6160005187989,0.0699972286820412,"Stuart Armstrong","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Che Adams","Pass","Goal","zone2"
57,"SavedShot",99.8549983978271,35.6320010375977,0.700388073921204,"Che Adams","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","James Ward-Prowse","Throughball","NoGoal","zone1"
57,"SavedShot",80.6400032043457,39.7120010375977,0.0337701812386513,"Mohamed Elyounoussi","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Kyle Walker-Peters","Pass","NoGoal","zone3"
61,"MissedShots",84.2099967956543,24.2760005187989,0.0347298122942448,"Stuart Armstrong","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Che Adams","Pass","NoGoal","zone3"
63,"ShotOnPost",103.529998397827,39.5079989624023,0.156935885548592,"Mohamed Elyounoussi","h","SetPiece","Head","Southampton","Everton",2,0,"2022-02-19 15:00:00","James Ward-Prowse","Cross","NoGoal","zone1"
72,"SavedShot",91.0349967956543,43.1120010375977,0.0854201465845108,"Kyle Walker-Peters","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Mohamed Elyounoussi","Pass","NoGoal","zone2"
77,"SavedShot",95.4450016021729,45.9679989624023,0.0845815092325211,"Kyle Walker-Peters","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","James Ward-Prowse","Pass","NoGoal","zone2"
81,"MissedShots",99.3299983978272,46.5120010375976,0.0771100148558617,"Armando Broja","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Kyle Walker-Peters","Pass","NoGoal","zone2"
83,"Goal",101.009996795654,38.9639994812012,0.445222228765488,"Shane Long","h","OpenPlay","Head","Southampton","Everton",2,0,"2022-02-19 15:00:00","Valentino Livramento","Aerial","Goal","zone1"
88,"BlockedShot",89.4599967956543,46.58,0.0532528571784496,"Che Adams","h","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Oriol Romeu","BallRecovery","NoGoal","zone2"
3,"MissedShots",84.6299983978272,26.6560005187989,0.0397327281534672,"Donny van de Beek","a","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00",NA,"None","NoGoal","zone3"
11,"BlockedShot",83.475,47.1920010375976,0.0219538062810898,"Donny van de Beek","a","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Anthony Gordon","Pass","NoGoal","zone3"
40,"BlockedShot",82.5299983978272,28.0160005187989,0.0219318345189095,"Richarlison","a","OpenPlay","LeftFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Jordan Pickford","TakeOn","NoGoal","zone3"
46,"BlockedShot",88.6200016021728,49.8440020751953,0.0294996351003647,"Dominic Calvert-Lewin","a","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00","Alex Iwobi","Pass","NoGoal","zone3"
53,"MissedShots",75.9150032043457,24.9560005187989,0.0131002524867654,"Seamus Coleman","a","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00",NA,"BallRecovery","NoGoal","zone3"
54,"MissedShots",84.1049983978272,24.2760005187989,0.0295901857316494,"Donny van de Beek","a","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00",NA,"None","NoGoal","zone3"
54,"MissedShots",79.3799983978272,37.4,0.0243047680705786,"AndrÃ© Gomes","a","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00",NA,"Rebound","NoGoal","zone3"
55,"MissedShots",96.6,24.3439994812011,0.0105806924402714,"Dominic Calvert-Lewin","a","OpenPlay","Head","Southampton","Everton",2,0,"2022-02-19 15:00:00","Jonjoe Kenny","Aerial","NoGoal","zone2"
91,"BlockedShot",81.0599967956543,52.4959979248047,0.00993505958467722,"Dele Alli","a","OpenPlay","RightFoot","Southampton","Everton",2,0,"2022-02-19 15:00:00",NA,"BallRecovery","NoGoal","zone3"
7,"MissedShots",95.2349967956543,28.0160005187989,0.0295114163309336,"Phil Foden","h","OpenPlay","Head","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"Aerial","NoGoal","zone2"
14,"BlockedShot",79.8,42.84,0.0161924809217453,"JoÃ£o Cancelo","h","FromCorner","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"None","NoGoal","zone3"
14,"MissedShots",90.1950016021729,30.3279989624023,0.0637470036745071,"Bernardo Silva","h","FromCorner","LeftFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"None","NoGoal","zone2"
16,"MissedShots",94.8150032043457,47.6679989624023,0.0372299142181873,"JoÃ£o Cancelo","h","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Aymeric Laporte","TakeOn","NoGoal","zone2"
20,"ShotOnPost",92.2950016021728,42.0239994812011,0.0605921298265457,"Ilkay GÃ¼ndogan","h","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"Dispossessed","NoGoal","zone2"
21,"MissedShots",82.3200016021729,34.4760005187989,0.0335222668945789,"JoÃ£o Cancelo","h","FromCorner","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Ilkay GÃ¼ndogan","Pass","NoGoal","zone3"
23,"BlockedShot",90.9299983978271,36.1079989624023,0.0958031341433525,"Phil Foden","h","OpenPlay","LeftFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Raheem Sterling","Pass","NoGoal","zone2"
30,"MissedShots",95.025,34,0.101051434874535,"Ilkay GÃ¼ndogan","h","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Rodri","Cross","NoGoal","zone2"
32,"Goal",95.1299983978272,36.9239994812011,0.452126204967499,"Ilkay GÃ¼ndogan","h","OpenPlay","LeftFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"None","Goal","zone2"
36,"MissedShots",83.475,39.78,0.0369739457964897,"JoÃ£o Cancelo","h","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"None","NoGoal","zone3"
41,"BlockedShot",91.1400032043457,39.9160005187989,0.072237491607666,"Raheem Sterling","h","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"None","NoGoal","zone2"
48,"MissedShots",102.059996795654,39.3039994812012,0.0524942018091679,"RÃºben Dias","h","FromCorner","Head","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Phil Foden","Aerial","NoGoal","zone1"
62,"MissedShots",100.484996795654,45.6279989624024,0.0671936273574829,"Bernardo Silva","h","OpenPlay","LeftFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","JoÃ£o Cancelo","Pass","NoGoal","zone2"
65,"SavedShot",82.8450016021728,43.86,0.0222529955208302,"Ilkay GÃ¼ndogan","h","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Bernardo Silva","Pass","NoGoal","zone3"
70,"MissedShots",103.634996795654,46.4440020751953,0.0464668944478035,"Bernardo Silva","h","OpenPlay","LeftFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"None","NoGoal","zone2"
75,"SavedShot",82.8450016021728,47.3279989624024,0.0193609297275543,"JoÃ£o Cancelo","h","FromCorner","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Bernardo Silva","Pass","NoGoal","zone3"
75,"BlockedShot",94.7099967956543,22.7120010375977,0.0737378224730492,"Riyad Mahrez","h","OpenPlay","LeftFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"TakeOn","NoGoal","zone2"
80,"BlockedShot",92.0849967956543,42.6360005187989,0.0766613706946373,"Ilkay GÃ¼ndogan","h","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Rodri","Pass","NoGoal","zone2"
84,"MissedShots",95.4450016021729,28.22,0.0860754325985909,"Phil Foden","h","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Kyle Walker","Cross","NoGoal","zone2"
91,"Goal",92.925,34,0.761168837547302,"Riyad Mahrez","h","Penalty","LeftFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00",NA,"Standard","Goal","zone2"
99,"BlockedShot",90.3,39.78,0.113330692052841,"Bernardo Silva","h","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Aymeric Laporte","TakeOn","NoGoal","zone2"
3,"Goal",89.1450016021728,32.9120010375977,0.331745266914368,"Dejan Kulusevski","a","OpenPlay","LeftFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Son Heung-Min","Pass","Goal","zone2"
24,"MissedShots",81.375,22.6439994812011,0.0237757321447134,"Emerson","a","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Son Heung-Min","Chipped","NoGoal","zone3"
53,"SavedShot",83.3700016021728,25.0920010375977,0.144006758928299,"Son Heung-Min","a","OpenPlay","LeftFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Harry Kane","Throughball","NoGoal","zone3"
58,"Goal",97.5450016021728,33.66,0.423743098974228,"Harry Kane","a","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Son Heung-Min","Cross","Goal","zone2"
63,"SavedShot",95.55,33.7279989624023,0.494145601987839,"Harry Kane","a","OpenPlay","RightFoot","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Son Heung-Min","Pass","NoGoal","zone2"
94,"Goal",100.065003204346,34.0679989624023,0.584930658340454,"Harry Kane","a","OpenPlay","Head","Manchester City","Tottenham",2,3,"2022-02-19 17:30:00","Dejan Kulusevski","Cross","Goal","zone1"
4,"MissedShots",95.4450016021729,40.2560005187989,0.0937580242753029,"Jack Harrison","h","OpenPlay","LeftFoot","Leeds","Manchester United",2,4,"2022-02-20 14:00:00","Mateusz Klich","Chipped","NoGoal","zone2"
21,"SavedShot",92.4,46.58,0.0478734448552132,"Adam Forshaw","h","OpenPlay","RightFoot","Leeds","Manchester United",2,4,"2022-02-20 14:00:00",NA,"None","NoGoal","zone2"
40,"MissedShots",88.6200016021728,44.54,0.0363914966583252,"Adam Forshaw","h","OpenPlay","LeftFoot","Leeds","Manchester United",2,4,"2022-02-20 14:00:00","Mateusz Klich","Pass","NoGoal","zone2"
44,"BlockedShot",82.0049983978272,25.3639994812011,0.0294003151357174,"Mateusz Klich","h","OpenPlay","RightFoot","Leeds","Manchester United",2,4,"2022-02-20 14:00:00","Rodrigo","Pass","NoGoal","zone3"
45,"BlockedShot",80.5349967956543,31.8920010375977,0.0251744333654642,"Mateusz Klich","h","OpenPlay","RightFoot","Leeds","Manchester United",2,4,"2022-02-20 14:00:00","Joe Gelhardt","Pass","NoGoal","zone3"
47,"MissedShots",75.7049983978272,39.9160005187989,0.0173385702073574,"Mateusz Klich","h","OpenPlay","RightFoot","Leeds","Manchester United",2,4,"2022-02-20 14:00:00","JÃºnior Firpo","Pass","NoGoal","zone3"
51,"BlockedShot",89.25,29.3079989624023,0.202366933226585,"Mateusz Klich","h","OpenPlay","RightFoot","Leeds","Manchester United",2,4,"2022-02-20 14:00:00","Daniel James","TakeOn","NoGoal","zone2"
51,"MissedShots",92.0849967956543,20.2639994812011,0.0344119481742382,"Mateusz Klich","h","OpenPlay","RightFoot","Leeds","Manchester United",2,4,"2022-02-20 14:00:00","Joe Gelhardt","HeadPass","NoGoal","zone2"
