"player","xg_Aerial","xg_Cross","xg_None","xg_Pass","xg_Dribble","xg_LooseBall","xg_Chipped","xg_Throughball","xg_LayOff","n_shots_Aerial","n_shots_Cross","n_shots_None","n_shots_Pass","n_shots_Dribble","n_shots_LooseBall","n_shots_Chipped","n_shots_Throughball","n_shots_LayOff","xg_foot","xg_headother","n_shots_foot","n_shots_headother","xa_Aerial","xa_Chipped","xa_Cross","xa_LooseBall","xa_Pass","xa_Dribble","xa_Throughball","xa_LayOff","xa_None","n_assists_Aerial","n_assists_Chipped","n_assists_Cross","n_assists_LooseBall","n_assists_Pass","n_assists_Dribble","n_assists_Throughball","n_assists_LayOff","n_assists_None","xa_foot","xa_headother","n_assists_foot","n_assists_headother","totxg","totxa"
"Denis Suárez",0,0,0.069,1.516,0.174,0.267,0,0,0,0,0,1,9,1,1,0,0,0,2.027,0,12,0,0,0.064,0,0,0.212,1.301,0,0,0,0,1,0,0,3,3,0,0,0,1.513,0.064,6,1,4.053,3.155
"Denis Zakaria",0.069,0,0.4,0.606,0.01,0.027,0,0.104,0,1,0,4,10,1,2,0,1,0,1.216,0,19,0,0,0.067,0,0,0.485,0,0,0,0,0,1,0,0,13,0,0,0,0,0.552,0,14,0,2.432,1.103
"Dennis Aogo",0,0,0.781,0.133,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0.914,0,9,0,0,0.798,0,0,0.184,0.034,0,0,0,0,2,0,0,7,1,0,0,0,0.505,0.512,9,1,1.829,2.034
"Dennis Diekmeier",0,0,0.053,0.39,0.037,0.024,0,0,0,0,0,1,1,1,1,0,0,0,0.503,0,4,0,0.469,0,1.057,0,0.269,0.335,0,0,0,2,0,5,0,7,3,0,0,0,1.474,0.656,12,5,1.006,4.259
"Dennis Geiger",0,0,0.975,0.614,0.065,0.04,0,0,0,0,0,3,14,2,1,0,0,0,1.693,0,20,0,0.01,0.159,0,0.078,0.88,0.033,0,0,0,1,2,0,2,17,1,0,0,0,1.056,0.104,21,2,3.387,2.319
"Dennis Praet",0.01,0,0.243,0.435,0.473,0.492,0.075,0,0.033,1,0,5,13,2,3,1,0,1,1.761,0,26,0,0.663,0.425,0.105,0.021,1.71,0.152,0.328,0,0,2,4,2,1,18,2,1,0,0,2.74,0.663,28,2,3.521,6.806
"Diafra Sakho",0.47,1.194,0.142,1.014,0.081,0.897,0.164,0.83,0,2,7,1,5,1,2,2,2,0,3.99,0.802,16,6,0,0,0,0,0.156,0.026,0,0.075,0,0,0,0,0,4,1,0,1,0,0.256,0,6,0,9.585,0.513
"Dídac Vilá",0,0,0.025,0.429,0.083,0,0,0,0,0,0,1,6,1,0,0,0,0,0.537,0,8,0,0.095,0,0.436,0.064,0.129,0.017,0,0,0,2,0,2,1,2,1,0,0,0,0.647,0.095,6,2,1.075,1.484
"Diego Carlos",0,0,0,0,0.072,0.026,0,0,0,0,0,0,0,1,1,0,0,0,0.098,0,2,0,0.064,0,0,0,0.005,0.066,0,0,0,1,0,0,0,1,1,0,0,0,0.072,0.064,2,1,0.195,0.272
"Diego Contento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0,0,0,0,0,0,0,0,1,0,0,0,0,0.517,0,1,0,0,1.033
"Diego Costa",0.075,0.429,0.028,0.549,0,0.386,0.191,1.162,0,1,2,1,7,0,1,2,3,0,2.743,0.075,16,1,0.684,0,0.415,0,0.302,0,0.845,0,0,2,0,1,0,8,0,2,0,0,2.247,0,13,0,5.638,4.493
"Diego Demme",0,0,0,0.287,0,0,0,0.111,0,0,0,0,7,0,0,0,1,0,0.398,0,8,0,0,0.974,0.017,0.011,0.629,0.07,0.264,0,0,0,5,1,1,18,2,2,0,0,1.661,0.303,27,2,0.796,3.928
"Diego Falcinelli",0.283,0.938,0.299,0.96,0.263,1.541,0.09,0.117,0,8,5,5,16,3,6,3,1,0,3.559,0.932,38,9,0,0,0.085,0.054,0.92,0,0,0,0.064,0,0,1,2,9,0,0,0,1,1.123,0,13,0,8.981,2.246
"Diego Farias",0.112,1.023,0.284,1.208,0.595,0.017,0.098,0.689,0.142,2,4,5,14,3,1,2,2,2,3.142,1.026,31,4,0,0.009,0.054,0,1.085,0,0,0,0,0,1,1,0,12,0,0,0,0,1.094,0.054,13,1,8.336,2.295
"Diego Godín",0.016,0.038,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.055,0,2,0,0,0,0,0.011,0,0.101,0,0,0,0,0,0,1,0,1,0,0,0.111,0,2,0,0.109,0.223
"Diego González",0.039,0.033,0,0.027,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.099,0,4,0,0.538,0,0,0,0.04,0,0,0,0,1,0,0,0,2,0,0,0,0,0.04,0.538,2,1,0.197,1.154
"Diego Laxalt",0.231,0.117,0.125,0.864,0.024,0.091,0,0,0.047,4,2,3,14,1,1,0,0,2,1.444,0.054,26,1,0.064,0,1.171,0,0.219,0.192,0,0,0,1,0,11,0,9,1,0,0,0,0.683,0.962,15,7,2.997,3.29
"Diego Llorente",0,0.34,0,0.007,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.007,0.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0
"Diego Perotti",0.063,0.497,0.648,0.675,0.142,0.09,0.06,0.381,0,1,2,3,17,3,3,1,1,0,2.47,0.086,28,3,0.141,0.294,0.634,0,1.656,0.116,0,0,0,3,1,3,0,17,2,0,0,0,2.066,0.774,20,6,5.111,5.681
"Diego Rico",0.589,0,0,0.306,0.011,0.1,0.082,0,0,1,0,0,11,1,2,2,0,0,1.088,0,17,0,0,0.357,1.586,0,0.819,0,0,0,0,0,2,8,0,7,0,0,0,0,1.384,1.378,12,5,2.176,5.523
"Diego Rolan",0.035,1.708,0.717,1.264,0.318,0.821,0.054,0,0,1,8,4,8,4,4,2,0,0,4.095,0.823,27,4,0.121,0.057,0,0.016,0.898,0.132,0,0,0,4,2,0,1,11,2,0,0,0,1.139,0.085,18,2,9.836,2.448
"Digbo Maiga",0,0,0,0.077,0,0.018,0,0,0.096,0,0,0,4,0,1,0,0,1,0.191,0,6,0,0.043,0,0.076,0,0.161,0.063,0.284,0,0,1,0,1,0,2,1,1,0,0,0.508,0.119,4,2,0.383,1.254
"Dimitri Foulquier",0,0,0.02,0,0,0,0.032,0,0,0,0,1,0,0,0,1,0,0,0.052,0,2,0,0.425,0,0.301,0,0.804,0.066,0,0,0,1,0,3,0,3,1,0,0,0,1.295,0.301,5,3,0.103,3.191
"Dimitri Payet",0.496,0.095,0.592,2.036,1.17,0.573,0,0.329,0,2,2,5,22,7,3,0,1,0,4.813,0.478,41,1,0.766,0.498,2.193,0,4.282,0.98,2.755,0,0,5,7,11,0,38,5,9,0,0,10.298,1.175,65,10,10.582,22.946
"Dimitrios Siovas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,1,0,0,0,0,0.019,0,1,0,0,0.039
"Divock Origi",0.53,0.756,0.849,2.732,0.06,0.174,0.135,0.35,0.103,3,3,5,31,2,5,3,1,1,4.81,0.879,49,5,0,0.294,0,0,0.498,0.186,0,0.082,0.02,0,1,0,0,6,2,0,1,1,0.785,0.294,10,1,11.377,2.158
"Djené Dakonam",0,0,0,0.017,0,0.011,0,0,0,0,0,0,1,0,1,0,0,0,0.028,0,2,0,0,0,0.053,0,0,0.073,0,0,0,0,0,1,0,0,1,0,0,0,0.073,0.053,1,1,0.056,0.252
"Djibril Sidibe",0.018,0.038,0.017,0.311,0,0.166,0.009,0,0,1,1,2,7,0,5,1,0,0,0.54,0.018,16,1,0.028,0,0.568,0.066,2.895,0.602,0,0,0,1,0,5,2,17,7,0,0,0,3.658,0.5,28,4,1.117,8.317
"Dmitri Lienard",0,0.538,0.161,0.904,0.113,0.097,0.04,0,0,0,2,4,19,4,5,3,0,0,0.955,0.897,34,3,0,0.085,1.497,0,0.3,0.034,0,0,0,0,1,10,0,7,1,0,0,0,0.857,1.059,12,7,3.703,3.833
"Dodi Lukebakio",0,0,0,0.019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019,0,1,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,1,0,0,0,0,0.023,0,1,0,0.038,0.045
"Domenico Berardi",0.023,0.085,0.307,2.407,0.286,1.516,0.176,1.029,0,2,1,8,34,6,8,6,4,0,5.828,0,69,0,0.155,0.029,0.183,0.008,1.077,0.264,0.725,0.074,0,4,1,3,1,21,3,4,2,0,2.376,0.14,36,3,11.656,5.031
"Dominic Calvert-Lewin",0.891,0.851,0,1.612,0.011,1.121,0.016,0.134,0.071,9,4,0,16,1,3,1,1,1,3.683,1.026,26,10,0.453,0,0.45,0.755,1.098,0.008,0,0,0,4,0,3,1,9,1,0,0,0,1.928,0.837,13,5,9.417,5.53
"Dominic Maroh",0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01,0,1,0,0,0,0,0.015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015,0,1,0,0.021,0.031
"Dominic Solanke",0.059,0.21,1.248,1.772,0.122,0.067,0.1,0,0.056,1,4,3,9,1,1,1,0,1,3.365,0.269,16,5,0,0,0,0,0.502,0.898,1.069,0.037,0,0,0,0,0,7,4,2,1,0,2.506,0,14,0,7.267,5.012
"Dominik Kaiser",0,0,0,0.047,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.047,0,1,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,1,0,0,0,0,0.055,0,1,0,0.094,0.109
"Dominik Kohr",0.058,0,0.08,1.878,0.234,0.428,0,0,0,1,0,2,22,2,3,0,0,0,2.677,0,30,0,0,0.106,0,0.034,1.041,0.132,0.087,0,0,0,1,0,1,13,2,1,0,0,1.4,0,18,0,5.355,2.8
"Dominique Heintz",0,0,0,0.121,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.121,0,4,0,0,0.28,0,0,0.14,0,0,0,0,0,1,0,0,3,0,0,0,0,0.42,0,4,0,0.242,0.84
"Douglas Costa",0.065,0.251,0.097,1.244,0.393,0.67,0.19,0,0,2,1,2,14,7,2,5,0,0,2.83,0.081,31,2,0.13,0.092,4.257,0,2.541,0.356,0,0,0,2,2,12,0,22,5,0,0,0,4.676,2.699,34,9,5.822,14.75
"Douglas Luiz",0.077,0.444,0.031,0.102,0,0,0,0,0.077,2,3,1,2,0,0,0,0,1,0.23,0.502,5,4,0,0,0,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.041,0,1,0,1.464,0.082
"Douglas Santos",0.009,0,0.029,0.41,0.077,0.012,0,0,0,1,0,2,5,2,1,0,0,0,0.537,0,11,0,0.023,0,0.124,0.079,1.118,0.183,0,0,0.047,1,0,1,1,13,2,0,0,1,0.984,0.59,16,3,1.074,3.148
"Dries Mertens",0.572,1.486,0.857,3.883,0.772,1.304,1.394,2,0.1,4,6,8,53,8,8,10,5,1,11.905,0.463,99,4,0.079,1.15,0.507,0,3.534,0.216,1.974,0.045,0,1,5,1,0,41,2,7,1,0,7.093,0.412,57,1,24.736,15.01
"Durel Avounou",0,0,0,0.263,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.263,0,5,0,0,0,0.117,0,0.037,0,0,0,0,0,0,1,0,2,0,0,0,0,0.154,0,3,0,0.526,0.307
"Dusan Basta",0,0.019,0.024,0.143,0.165,0,0.124,0.129,0.039,0,1,1,2,2,0,1,1,1,0.623,0.019,8,1,0.049,0.036,0.039,0,0.088,0,0,0,0,2,1,1,0,2,0,0,0,0,0.088,0.124,2,4,1.285,0.424
"Dusan Tadic",0.154,0.444,0.207,3.056,0.163,0.263,0.056,0.384,0.087,3,2,3,19,2,4,1,1,1,4.303,0.511,33,3,0.174,0.42,0.594,0.016,3.403,0.451,0.58,0.092,0,4,4,3,1,31,4,3,2,0,4.936,0.794,44,8,9.628,11.46
"Duván Zapata",0.988,1.675,0.649,2.546,0.143,0.42,0.623,0.928,0,5,8,3,19,2,2,4,2,0,6.603,1.369,36,9,0.53,0.319,0.083,0.07,2.03,0.208,0,0.157,0.057,3,1,2,1,13,4,0,3,1,3.413,0.041,27,1,15.943,6.909
"Dwight Gayle",0.151,1.652,1.248,2.809,0.408,1.383,0.382,0.225,0.1,4,10,6,15,2,6,1,2,1,5.994,2.365,35,12,0,0,0,0,1.763,0.212,0,0.039,0,0,0,0,0,15,3,0,2,0,2.013,0,20,0,16.716,4.027
"Dylan Bahamboula",0,0,0,0,0.047,0,0,0,0,0,0,0,0,1,0,0,0,0,0.047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0
"Dylan Lempereur",0,0,0,0.019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0
"Dzenis Burnic",0,0,0.008,0.136,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0.144,0,5,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,3,0,0,0,0,0.26,0,3,0,0.288,0.52
"Eddie Nketiah",0,0.081,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0
"Eddie Salcedo",0,0,0,0.052,0,0.058,0,0,0,0,0,0,1,0,1,0,0,0,0.11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0
"Eden Hazard",0.178,0.314,0.371,2.751,1.308,0.109,0.854,0.524,0,4,4,5,30,10,1,5,2,0,5.905,0.503,59,2,0.297,0.085,0.158,0,4.805,0.033,0.944,0.095,0,2,3,1,0,59,1,2,2,0,6.243,0.174,68,2,12.816,12.835
"Eden Massouema",0,0,0,0.015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015,0,1,0,0,0,0,0.01,0,0,0.256,0,0,0,0,0,1,0,0,1,0,0,0.267,0,2,0,0.029,0.533
"Éder",0.038,0.364,0.085,1.008,0.074,0.097,0.556,0,0.188,1,1,1,8,1,2,4,0,3,1.586,0.824,17,4,0.055,0.148,0.47,0,0.389,0.149,0,0,0,1,1,3,0,6,2,0,0,0,0.741,0.47,10,3,4.82,2.423
"Ederson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,1,0,0,0,0,0.033,0,1,0,0,0.065
"Edgar Barreto",0,0.668,0.034,0.358,0,0.06,0,0,0,0,2,2,7,0,1,0,0,0,0.554,0.565,11,1,0,0.02,0.06,0.024,0.473,0.013,0.333,0.033,0,0,1,1,1,10,1,1,1,0,0.956,0,16,0,2.239,1.913
"Edgar Ié",0,0,0.016,0.016,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.032,0,2,0,0,0,0,0.01,0.234,0.033,0,0,0,0,0,0,1,7,2,0,0,0,0.277,0,10,0,0.064,0.554
"Edimilson Fernandes",0,0,0.035,0,0,0,0.017,0,0.098,0,0,1,0,0,0,2,0,2,0.15,0,5,0,0.031,0,0.069,0,0.174,0.027,0,0.047,0,1,0,1,0,3,1,0,1,0,0.317,0.031,6,1,0.299,0.695
"Edin Dzeko",1.101,4.743,1.195,3.609,1.851,1.596,0.891,0.449,0,15,25,7,48,14,7,9,2,0,11.202,4.234,98,29,0.357,0.196,0,0,2.332,0.021,0.289,0.152,0,4,4,0,0,31,1,2,2,0,3.125,0.223,43,1,30.87,6.694
"Edinson Cavani",0.088,2.714,2.18,6.031,2.615,0.855,1.298,3.917,0,2,13,11,30,6,4,7,13,0,17.6,2.097,76,10,0.106,0.082,0,0.621,3.534,0,1.763,0.119,0,2,1,0,1,22,0,5,2,0,6.175,0.05,32,1,39.394,12.451
"Edoardo Goldaniga",0,0,0,0.012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0
"Eliaquim Mangala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,1,0,0,0,0.016,0,1,0,0,0.032
"Elias Kachunga",0.13,0.12,0.359,0.015,0.048,0,0,0,0,2,1,1,1,1,0,0,0,0,0.672,0,6,0,0,0.017,0,0.083,0.526,0,0,0,0,0,1,0,1,8,0,0,0,0,0.626,0,10,0,1.343,1.253
"Ellyes Skhiri",0.013,0,0.148,0.577,0,0,0,0,0,1,0,6,23,0,0,0,0,0,0.739,0,30,0,0.015,0,0,0.085,0.701,0.088,0.31,0,0,1,0,0,3,23,4,1,0,0,1.184,0.015,31,1,1.478,2.399
"Eloi Amagat",0,0.129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0
"Elseid Hysaj",0.011,0,0.098,0.178,0.055,0,0,0,0.102,1,0,2,4,1,0,0,0,2,0.445,0,10,0,0,0.046,0.804,0.037,0.944,0.028,0,0,0,0,1,4,1,12,1,0,0,0,1.67,0.189,16,3,0.89,3.719
"Emanuel Cecchini",0,0,0,0,0.008,0,0,0,0,0,0,0,0,1,0,0,0,0,0.008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0
"Emanuele Giaccherini",0,0,0.073,0.113,0,0,0.088,0,0,0,0,1,2,0,0,3,0,0,0.274,0,6,0,0,0.027,0.06,0,0.829,0,0,0,0,0,1,1,0,14,0,0,0,0,0.889,0.027,15,1,0.547,1.832
"Emerson",0,0,0,0.187,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.187,0,2,0,0,0,0.035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.035,0,1,0,0.373,0.069
"Emil Berggreen",0.041,0.189,1.018,0.16,0,0,0.138,0,0,1,3,2,2,0,0,3,0,0,1.406,0.14,9,2,0.033,0,0,0,0.019,0.602,0,0.029,0,2,0,0,0,1,3,0,1,0,0.684,0,7,0,3.092,1.368
"Emil Forsberg",0,0,0,1.573,0.223,0.096,0.035,0,0.031,0,0,0,20,2,1,1,0,1,1.957,0,25,0,0,0.071,0.118,0,0.528,0.073,0,0,0,0,2,1,0,15,1,0,0,0,0.646,0.143,17,2,3.915,1.579
"Emil Hallfredsson",0,0,0,0.039,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.039,0,2,0,0.043,0.101,0,0,0.349,0.066,0,0,0,2,2,0,0,8,1,0,0,0,0.516,0.043,11,2,0.078,1.119
"Emil Krafth",0,0,0.356,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.356,0,2,0,0,0,0.043,0,0.029,0,0,0,0,0,0,1,0,2,0,0,0,0,0.073,0,3,0,0.713,0.145
"Emiliano Insúa",0,0.035,0.019,0,0.02,0,0.108,0,0,0,1,2,0,1,0,2,0,0,0.182,0,6,0,0.011,0,1.1,0,0.522,0,0,0,0,1,0,6,0,13,0,0,0,0,0.574,1.06,15,5,0.364,3.266
"Emiliano Sala",0.843,4.428,1.291,2.753,0.046,0.083,0.899,0.458,0,8,24,7,18,2,3,8,2,0,7.22,3.582,48,24,0.152,0,0.054,0.644,0.892,0.139,0.485,0.059,0.014,3,0,1,4,18,3,2,1,1,2.439,0,33,0,21.604,4.878
"Emmanuel Boateng",0.148,0.975,0.501,1.987,0.597,1.036,0.277,0.424,0,4,9,3,9,1,4,1,2,0,5.273,0.672,22,11,0,0.332,0,0.478,0.271,0,0,0,0,0,1,0,2,4,0,0,0,0,1.08,0,7,0,11.891,2.16
"Emmanuel Bourgaud",0,0.058,0.012,0.354,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0.399,0.026,6,1,0,0.038,0.075,0,0.134,0.242,0,0,0,0,1,1,0,5,2,0,0,0,0.414,0.075,8,1,0.85,0.978
"Emmanuel Rivière",0.105,1.312,1.183,2.333,0.016,0.826,0.153,0,0,4,15,6,18,2,6,4,0,0,5.305,0.624,44,11,0,0.008,0,0,0.421,0.624,0.38,0.105,0,0,1,0,0,10,3,1,2,0,1.537,0,17,0,11.857,3.074
"Emre Can",0.09,0.078,0.068,0.301,0,0,0.479,0,0.042,1,1,4,12,0,0,2,0,1,0.921,0.137,19,2,0.038,0.102,0.844,0,0.868,0.832,0.283,0,0,1,2,3,0,13,3,1,0,0,2.449,0.517,20,3,2.116,5.932
"Emre Colak",0.03,0,0,1.162,0.159,0.012,0,0,0.026,1,0,0,10,3,1,0,0,1,1.389,0,16,0,0,0.267,0.941,0,1.232,0.019,0.442,0,0,0,5,3,0,15,1,2,0,0,2.324,0.578,24,2,2.778,5.804
"Emre Mor",0,0,0.078,0.174,0.068,0.011,0,0.434,0,0,0,1,5,2,1,0,2,0,0.765,0,11,0,0.043,0.115,1.167,0,0.428,0,0.097,0,0,1,2,3,0,5,0,1,0,0,1.773,0.076,10,2,1.529,3.7
"Eneko Bóveda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.101,0,3,0,0,0.203
"Enes Ünal",0.106,1.347,0.043,3.025,0.285,0.114,0.621,0,0.033,2,6,1,16,3,2,2,0,1,4.062,1.511,27,6,0,0,0,0.153,0.893,1.01,0,0.022,0,0,0,0,2,6,3,0,1,0,2.078,0,12,0,11.146,4.155
"Enis Bardhi",0,0.278,0.092,0.769,0.099,0.462,0,0.528,0,0,2,2,11,2,1,0,1,0,1.95,0.278,17,2,0,0,0,0,0.47,0.066,0,0,0,0,0,0,0,15,1,0,0,0,0.535,0,16,0,4.456,1.071
"Enrico Bearzotti",0,0,0.014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.014,0,1,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,1,0,0,0,0,0.009,0,1,0,0.029,0.017
"Enrico Brignola",0.039,0.406,0.101,1.444,0.679,0,0.051,0,0.011,1,3,3,11,6,0,2,0,1,2.414,0.316,26,1,0,0,0.146,0.05,1.116,0.13,0.109,0,0,0,0,1,1,11,2,1,0,0,1.405,0.146,15,1,5.461,3.102
"Enzo Crivelli",0.056,0.528,0.729,0.325,0.258,0.346,0.357,0.661,0,1,5,2,3,3,1,2,2,0,2.45,0.809,13,6,0,0,0,0.19,0.324,0.012,0,0.175,0,0,0,0,3,9,1,0,3,0,0.651,0.05,15,1,6.518,1.403
"Enzo Loiodice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,1,0,0,0,0,0.048,0,1,0,0,0.096
"Eraso",0,0.747,0.643,0.89,0.015,0.494,0.657,0.33,0,0,6,6,9,1,3,2,1,0,2.873,0.902,23,5,0,0,0.067,0,0.922,0.24,0.331,0.043,0,0,0,2,0,13,4,1,1,0,1.589,0.014,20,1,7.552,3.207
"Eric Bailly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0.117,0,0,0,1,0,0,0,0,1,0,0,0.199,0,2,0,0,0.399
"Eric Dier",0.028,0,0,0.317,0,0.019,0,0,0.048,1,0,0,10,0,1,0,0,2,0.384,0.028,13,1,0,0.156,0.829,0,0.196,0.076,0.387,0,0,0,2,3,0,5,1,1,0,0,1.285,0.36,9,3,0.824,3.29
"Eric Maxim Choupo-Moting",1.408,0.796,0.312,0.935,0.666,0.288,0.207,0,0,6,5,7,18,4,3,4,0,0,3.848,0.764,41,6,0,0.29,0.149,0.926,0.759,0.045,0.301,0,0,0,1,2,1,11,1,1,0,0,2.368,0.103,16,1,9.225,4.941
"Erick Cabaco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.045,0,1,0,0,0.09
"Erick Pulgar",0.01,0,0.099,0.259,0.018,0.012,0.084,0,0.046,1,0,4,13,1,1,1,0,1,0.528,0,22,0,0,0.462,0.022,0.015,0.286,1.198,0.513,0,0,0,4,1,1,6,4,1,0,0,2.475,0.022,16,1,1.056,4.994
"Erik Exposito",0.062,0,0,0.173,0,0.309,0,0,0,1,0,0,4,0,1,0,0,0,0.482,0.062,5,1,0,0,0.05,0,0.197,0,0,0,0,0,0,1,0,3,0,0,0,0,0.247,0,4,0,1.088,0.494
"Erik Lamela",0.03,0.059,0.073,3.084,0,0.268,0.012,0,0,1,1,1,11,0,3,1,0,0,3.437,0.089,16,2,0,0.302,0,0,0.575,0.048,0.544,0,0,0,1,0,0,8,1,2,0,0,1.468,0,12,0,7.052,2.937
"Erik Pieters",0,0,0.019,0,0,0.057,0,0,0,0,0,1,0,0,1,0,0,0,0.076,0,2,0,0.592,0.042,0.45,0,0.833,0.063,0,0,0,2,1,3,0,6,2,0,0,0,1.346,0.634,11,3,0.152,3.96
"Erik Thommy",0,0.514,0.108,0.444,0,1.04,0.22,0,0,0,2,3,10,0,3,3,0,0,1.877,0.449,20,1,0,0.062,0.284,0,0.784,0.476,0,0,0,0,1,3,0,7,2,0,0,0,1.484,0.122,12,1,4.65,3.212
"Ermedin Demirovic",0,0.466,0,0,0,0.28,0,0.583,0,0,2,0,0,0,2,0,1,0,0.961,0.367,4,1,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,1,0,0,0,0.042,0,1,0,2.656,0.084
"Ermin Bicakcic",0,0,0,0.019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019,0,1,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,1,0,0,0,0,0.046,0,1,0,0.037,0.091
"Ernest Seka",0.009,0.033,0.127,0,0.071,0.055,0.007,0,0,1,1,2,0,2,1,1,0,0,0.269,0.033,7,1,0.036,0.018,0.043,0.311,0.355,0.022,0,0,0,1,1,1,1,11,2,0,0,0,0.706,0.079,15,2,0.604,1.57
"Ervin Taha",0,0,0.039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0
"Ervin Zukanovic",0,0,0.011,0.09,0,0.012,0.024,0,0,0,0,1,2,0,1,1,0,0,0.113,0.024,4,1,0.117,0,1.108,0,0.168,0.017,0,0,0,3,0,4,0,4,1,0,0,0,0.685,0.725,8,4,0.274,2.822
"Esteban Granero",0.04,0,0.036,0.084,0,0.024,0,0,0,1,0,1,4,0,1,0,0,0,0.144,0.04,6,1,0,0.361,0.201,0,0.449,0.025,0,0,0,0,1,3,0,3,1,0,0,0,0.924,0.112,6,2,0.368,2.072
"Esteban Rolón",0,0,0.025,0,0,0.016,0,0,0,0,0,1,0,0,1,0,0,0,0.041,0,2,0,0,0,0,0.013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013,0,1,0,0.081,0.026
"Etienne Capoue",0,0,0.13,0.276,0.045,0.091,0,0,0,0,0,4,13,1,3,0,0,0,0.543,0,21,0,0.04,0,0,0,0.478,0.026,0.229,0.021,0,1,0,0,0,3,1,2,1,0,0.754,0.04,7,1,1.085,1.587
"Étienne Didot",0,0,0.468,0.107,0.019,0.022,0,0,0,0,0,4,5,1,1,0,0,0,0.615,0,11,0,0.06,0,0,0,0.365,0,0.323,0,0,2,0,0,0,6,0,1,0,0,0.716,0.032,8,1,1.229,1.497
